0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
0,0,1
40,0,1
72,0,1
127,0,1
0,0,2
40,0,2
72,0,2
127,0,2
0,0,3
40,0,3
72,0,3
127,0,3
0,0,4
17,0,4
18,0,4
19,0,4
20,0,4
21,0,4
22,0,4
25,0,4
26,0,4
27,0,4
30,0,4
34,0,4
40,0,4
72,0,4
127,0,4
0,0,5
17,0,5
22,0,5
25,0,5
30,0,5
34,0,5
40,0,5
64,0,5
72,0,5
76,0,5
77,0,5
78,0,5
79,0,5
80,0,5
81,0,5
90,0,5
91,0,5
92,0,5
127,0,5
0,0,6
8,0,6
9,0,6
10,0,6
11,0,6
12,0,6
17,0,6
19,0,6
20,0,6
22,0,6
25,0,6
26,0,6
27,0,6
30,0,6
34,0,6
40,0,6
47,0,6
50,0,6
64,0,6
72,0,6
76,0,6
77,0,6
78,0,6
79,0,6
80,0,6
81,0,6
92,0,6
127,0,6
0,0,7
17,0,7
19,0,7
22,0,7
27,0,7
30,0,7
34,0,7
56,0,7
58,0,7
59,0,7
64,0,7
72,0,7
76,0,7
77,0,7
78,0,7
79,0,7
80,0,7
81,0,7
92,0,7
101,0,7
127,0,7
0,0,8
17,0,8
19,0,8
20,0,8
22,0,8
27,0,8
30,0,8
32,0,8
34,0,8
72,0,8
76,0,8
77,0,8
78,0,8
79,0,8
80,0,8
81,0,8
127,0,8
0,0,9
12,0,9
17,0,9
22,0,9
25,0,9
26,0,9
27,0,9
30,0,9
31,0,9
32,0,9
33,0,9
34,0,9
64,0,9
72,0,9
76,0,9
77,0,9
78,0,9
79,0,9
80,0,9
81,0,9
115,0,9
116,0,9
117,0,9
118,0,9
127,0,9
0,0,10
4,0,10
12,0,10
17,0,10
18,0,10
19,0,10
20,0,10
21,0,10
22,0,10
25,0,10
26,0,10
27,0,10
30,0,10
31,0,10
32,0,10
33,0,10
34,0,10
48,0,10
72,0,10
109,0,10
110,0,10
111,0,10
112,0,10
113,0,10
114,0,10
117,0,10
118,0,10
127,0,10
0,0,11
4,0,11
5,0,11
6,0,11
7,0,11
12,0,11
40,0,11
64,0,11
72,0,11
92,0,11
101,0,11
115,0,11
116,0,11
117,0,11
118,0,11
127,0,11
0,0,12
7,0,12
40,0,12
72,0,12
101,0,12
117,0,12
127,0,12
0,0,13
4,0,13
5,0,13
6,0,13
7,0,13
12,0,13
40,0,13
48,0,13
56,0,13
57,0,13
58,0,13
72,0,13
101,0,13
127,0,13
0,0,14
12,0,14
40,0,14
56,0,14
57,0,14
58,0,14
72,0,14
99,0,14
100,0,14
101,0,14
117,0,14
127,0,14
0,0,15
12,0,15
40,0,15
56,0,15
57,0,15
58,0,15
64,0,15
72,0,15
117,0,15
127,0,15
0,0,16
12,0,16
48,0,16
72,0,16
91,0,16
117,0,16
127,0,16
0,0,17
12,0,17
64,0,17
72,0,17
76,0,17
77,0,17
78,0,17
79,0,17
80,0,17
81,0,17
90,0,17
91,0,17
127,0,17
0,0,18
1,0,18
2,0,18
3,0,18
4,0,18
5,0,18
6,0,18
12,0,18
72,0,18
76,0,18
77,0,18
78,0,18
79,0,18
80,0,18
81,0,18
90,0,18
91,0,18
117,0,18
127,0,18
0,0,19
4,0,19
5,0,19
12,0,19
48,0,19
56,0,19
58,0,19
60,0,19
62,0,19
64,0,19
72,0,19
76,0,19
77,0,19
78,0,19
79,0,19
80,0,19
81,0,19
91,0,19
117,0,19
118,0,19
119,0,19
127,0,19
0,0,20
12,0,20
44,0,20
45,0,20
76,0,20
77,0,20
78,0,20
79,0,20
80,0,20
81,0,20
109,0,20
110,0,20
112,0,20
113,0,20
114,0,20
116,0,20
117,0,20
127,0,20
0,0,21
12,0,21
76,0,21
77,0,21
78,0,21
79,0,21
80,0,21
81,0,21
103,0,21
115,0,21
116,0,21
127,0,21
0,0,22
12,0,22
102,0,22
103,0,22
127,0,22
0,0,23
12,0,23
127,0,23
0,0,24
127,0,24
0,0,25
127,0,25
0,0,26
127,0,26
0,0,27
72,0,27
73,0,27
74,0,27
127,0,27
0,0,28
7,0,28
8,0,28
9,0,28
10,0,28
16,0,28
17,0,28
18,0,28
19,0,28
20,0,28
22,0,28
23,0,28
24,0,28
25,0,28
26,0,28
27,0,28
28,0,28
30,0,28
44,0,28
45,0,28
46,0,28
47,0,28
48,0,28
49,0,28
50,0,28
51,0,28
52,0,28
54,0,28
55,0,28
56,0,28
57,0,28
58,0,28
59,0,28
60,0,28
61,0,28
62,0,28
63,0,28
64,0,28
65,0,28
71,0,28
72,0,28
73,0,28
74,0,28
127,0,28
0,0,29
7,0,29
30,0,29
44,0,29
45,0,29
46,0,29
47,0,29
48,0,29
49,0,29
50,0,29
51,0,29
52,0,29
54,0,29
55,0,29
56,0,29
57,0,29
58,0,29
59,0,29
60,0,29
61,0,29
62,0,29
63,0,29
64,0,29
65,0,29
96,0,29
103,0,29
104,0,29
105,0,29
106,0,29
107,0,29
108,0,29
109,0,29
110,0,29
111,0,29
112,0,29
113,0,29
114,0,29
115,0,29
116,0,29
117,0,29
118,0,29
119,0,29
120,0,29
127,0,29
0,0,30
7,0,30
30,0,30
44,0,30
45,0,30
46,0,30
47,0,30
48,0,30
49,0,30
50,0,30
51,0,30
52,0,30
54,0,30
55,0,30
56,0,30
57,0,30
58,0,30
59,0,30
60,0,30
61,0,30
62,0,30
63,0,30
64,0,30
